1476810196216
roomid, result, ctime, time,
1476810196216,哦 ,1566061545.410,2019-08-18 01:05:45,
1476810196216,一千个伤心的理由不错 ,1566061548.973,2019-08-18 01:05:48,
1476810196216,啊他们都在 ,1566061552.384,2019-08-18 01:05:52,
1476810196216,真的刚刚他走了一天假 ,1566061555.791,2019-08-18 01:05:55,
1476810196216,这是姚明来了吧 ,1566061558.733,2019-08-18 01:05:58,
1476810196216,一觉醒来他们这生意难办啊 ,1566061562.180,2019-08-18 01:06:02,
1476810196216,多啊叶子烟啊 ,1566061565.180,2019-08-18 01:06:05,
1476810196216,唱歌还可以吧 ,1566061568.502,2019-08-18 01:06:08,
1476810196216,强强还能过得去吧 ,1566061571.648,2019-08-18 01:06:11,
1476810196216,过得去吗 ,1566061574.739,2019-08-18 01:06:14,
1476810196216,嗯 ,1566061578.208,2019-08-18 01:06:18,
1476810196216,不说打仗就是勇气 ,1566061581.245,2019-08-18 01:06:21,
1476810196216,那你也敢唱我跟你说什么都敢唱 ,1566061584.212,2019-08-18 01:06:24,
1476810196216,嗯 ,1566061587.444,2019-08-18 01:06:27,
1476810196216,这是突然被晕打突然晕倒 ,1566061590.649,2019-08-18 01:06:30,
1476810196216,哪有这么夸装吗有这么大的杀伤力吗你问 ,1566061593.908,2019-08-18 01:06:33,
1476810196216,娟娟哥怎么样 ,1566061597.225,2019-08-18 01:06:37,
1476810196216,就你唱歌还可以吧 ,1566061599.951,2019-08-18 01:06:39,
1476810196216,我玩 ,1566061603.492,2019-08-18 01:06:43,
1476810196216,嗯 ,1566061607.147,2019-08-18 01:06:47,
1476810196216,好 ,1566061610.058,2019-08-18 01:06:50,
1476810196216,啊 ,1566061612.946,2019-08-18 01:06:52,
1476810196216,马上都比说得好 ,1566061616.230,2019-08-18 01:06:56,
1476810196216,我拽拽根 ,1566061619.488,2019-08-18 01:06:59,
1476810196216,你信不信你是走 ,1566061622.607,2019-08-18 01:07:02,
1476810196216,完全可以你看多情总被 ,1566061625.910,2019-08-18 01:07:05,
1476810196216,情商就是伤心过的人 ,1566061628.987,2019-08-18 01:07:08,
1476810196216,一听歌那就是相当的投入感情 ,1566061631.927,2019-08-18 01:07:11,
1476810196216,不管你来首歌 ,1566061635.849,2019-08-18 01:07:15,
1476810196216,你必须得投入感情去唱不要 ,1566061639.044,2019-08-18 01:07:19,
1476810196216,才唱的珠心算 ,1566061642.142,2019-08-18 01:07:22,
1476810196216,知道吗管得不好听 ,1566061645.128,2019-08-18 01:07:25,
1476810196216,至少你能投入感情去唱卡拉 ,1566061648.333,2019-08-18 01:07:28,
1476810196216,牛逼 ,1566061651.975,2019-08-18 01:07:31,
1476810196216,行 ,1566061654.429,2019-08-18 01:07:34,
1476810196216,嗯 ,1566061658.196,2019-08-18 01:07:38,
1476810196216,那必须 ,1566061661.105,2019-08-18 01:07:41,
1476810196216,到位你段位不行啊 ,1566061663.976,2019-08-18 01:07:43,
1476810196216,啊 ,1566061667.602,2019-08-18 01:07:47,
1476810196216,让 ,1566061670.602,2019-08-18 01:07:50,
1476810196216,兑换注橡塑让泪化作相 ,1566061674.101,2019-08-18 01:07:54,
1476810196216,至于 ,1566061676.962,2019-08-18 01:07:56,
1476810196216,啊 ,1566061680.138,2019-08-18 01:08:00,
1476810196216,哦 ,1566061683.936,2019-08-18 01:08:03,
1476810196216,嗯 ,1566061686.880,2019-08-18 01:08:06,
1476810196216,啊 ,1566061690.450,2019-08-18 01:08:10,
1476810196216,嗯 ,1566061693.256,2019-08-18 01:08:13,
1476810196216,这两个 ,1566061696.087,2019-08-18 01:08:16,
1476810196216,好啦特别是一千个伤心的理由 ,1566061699.573,2019-08-18 01:08:19,
1476810196216,建三江的理由是每段 ,1566061702.515,2019-08-18 01:08:22,
1476810196216,都录屏发动态了是吗大哥 ,1566061706.386,2019-08-18 01:08:26,
1476810196216,这么跟你说吧啊我这么跟你说吧我说 ,1566061708.930,2019-08-18 01:08:28,
1476810196216,实话啊你也唱歌呢 ,1566061712.637,2019-08-18 01:08:32,
1476810196216,那什么啊把叶子燕创建的啥 ,1566061715.500,2019-08-18 01:08:35,
1476810196216,叶子也就来了神他妈给宝你个频啊宝儿听 ,1566061718.722,2019-08-18 01:08:38,
1476810196216,今晚有好多 ,1566061721.981,2019-08-18 01:08:41,
1476810196216,想揍你揍我干啥呀好气啊 ,1566061725.051,2019-08-18 01:08:45,
1476810196216,哦 ,1566061728.391,2019-08-18 01:08:48,
1476810196216,老大好 ,1566061731.556,2019-08-18 01:08:51,
1476810196216,啊哈哈 ,1566061734.569,2019-08-18 01:08:54,
1476810196216,刚刚帮的事 ,1566061737.850,2019-08-18 01:08:57,
1476810196216,哪个是只要大哥你说 ,1566061741.394,2019-08-18 01:09:01,
1476810196216,歌手吗 ,1566061744.273,2019-08-18 01:09:04,
1476810196216,走啊 ,1566061747.860,2019-08-18 01:09:07,
1476810196216,大哥是不是在扫还是说是我唱的那首啊啊 ,1566061750.605,2019-08-18 01:09:10,
1476810196216,我妈妈给宝宝点点关注来 ,1566061753.950,2019-08-18 01:09:13,
1476810196216,对这手分手我告诉你 ,1566061757.208,2019-08-18 01:09:17,
1476810196216,北方北方都是北方多大我今年 ,1566061760.509,2019-08-18 01:09:20,
1476810196216,他一有什么才艺 ,1566061763.504,2019-08-18 01:09:23,
1476810196216,买家秀来 ,1566061766.582,2019-08-18 01:09:26,
1476810196216,你看一下你有什么才上上两次 ,1566061769.601,2019-08-18 01:09:29,
1476810196216,都没准备好太唐突了 ,1566061773.300,2019-08-18 01:09:33,
1476810196216,我姐姐拍一组不 ,1566061776.341,2019-08-18 01:09:36,
1476810196216,我先来个耍皮皮我先休息 ,1566061779.520,2019-08-18 01:09:39,
1476810196216,那逗逼的我好不好好你先试试来 ,1566061782.883,2019-08-18 01:09:42,
1476810196216,来打四折大哥啊 ,1566061785.716,2019-08-18 01:09:45,
1476810196216,大哥在北方北方的吧至少哥在做 ,1566061789.391,2019-08-18 01:09:49,
1476810196216,真的挺好听的说实话这种东西 ,1566061792.200,2019-08-18 01:09:52,
1476810196216,唱歌去了我多少 ,1566061795.508,2019-08-18 01:09:55,
1476810196216,欢迎我娘了吗 ,1566061798.685,2019-08-18 01:09:58,
1476810196216,,1566061801.529,2019-08-18 01:10:01,
1476810196216,嗯 ,1566061805.397,2019-08-18 01:10:05,
1476810196216,妈呀 ,1566061808.684,2019-08-18 01:10:08,
1476810196216,嗯 ,1566061811.576,2019-08-18 01:10:11,
1476810196216,天 ,1566061815.061,2019-08-18 01:10:15,
1476810196216,哦 ,1566061818.183,2019-08-18 01:10:18,
1476810196216,哎 ,1566061821.220,2019-08-18 01:10:21,
1476810196216,好 ,1566061824.380,2019-08-18 01:10:24,
1476810196216,在 ,1566061827.610,2019-08-18 01:10:27,
1476810196216,是 ,1566061830.588,2019-08-18 01:10:30,
1476810196216,可以的 ,1566061833.627,2019-08-18 01:10:33,
1476810196216,哦 ,1566061837.431,2019-08-18 01:10:37,
1476810196216,嗯 ,1566061840.213,2019-08-18 01:10:40,
1476810196216,哦 ,1566061843.670,2019-08-18 01:10:43,
1476810196216,啊 ,1566061847.078,2019-08-18 01:10:47,
1476810196216,嗯 ,1566061850.264,2019-08-18 01:10:50,
1476810196216,好的 ,1566061853.589,2019-08-18 01:10:53,
1476810196216,真的 ,1566061856.212,2019-08-18 01:10:56,
1476810196216,切 ,1566061859.906,2019-08-18 01:10:59,
1476810196216,前面 ,1566061862.876,2019-08-18 01:11:02,
1476810196216,嗯 ,1566061866.201,2019-08-18 01:11:06,
1476810196216,你 ,1566061869.438,2019-08-18 01:11:09,
1476810196216,对 ,1566061872.393,2019-08-18 01:11:12,
1476810196216,嘁 ,1566061876.183,2019-08-18 01:11:16,
1476810196216,嗯 ,1566061879.074,2019-08-18 01:11:19,
1476810196216,全国上 ,1566061882.099,2019-08-18 01:11:22,
1476810196216,哈哈 ,1566061885.813,2019-08-18 01:11:25,
1476810196216,谢咯 ,1566061888.118,2019-08-18 01:11:28,
1476810196216,陌陌官方不能脱衣服可以穿衣服吧 ,1566061891.911,2019-08-18 01:11:31,
1476810196216,可以我想看的衣服差不多的么 ,1566061894.795,2019-08-18 01:11:34,
1476810196216,哎呀啊你是来 ,1566061898.337,2019-08-18 01:11:38,
1476810196216,你这里全这么大只跟大东大东阳 ,1566061901.506,2019-08-18 01:11:41,
1476810196216,啊 ,1566061904.271,2019-08-18 01:11:44,
1476810196216,我给你 ,1566061907.735,2019-08-18 01:11:47,
1476810196216,东北二人转开始吗 ,1566061910.794,2019-08-18 01:11:50,
1476810196216,你 ,1566061914.380,2019-08-18 01:11:54,
1476810196216,笑 ,1566061917.169,2019-08-18 01:11:57,
1476810196216,感谢大家的关注 ,1566061921.078,2019-08-18 01:12:01,
1476810196216,真他妈的累一身汗 ,1566061923.782,2019-08-18 01:12:03,
1476810196216,都出水了你开始 ,1566061926.705,2019-08-18 01:12:06,
1476810196216,出什么水 ,1566061930.443,2019-08-18 01:12:10,
1476810196216,牙不好吧 ,1566061933.680,2019-08-18 01:12:13,
1476810196216,就是出去啊吃饭就是猪嘴 ,1566061936.185,2019-08-18 01:12:16,
1476810196216,啊这么回事不是这头发不行 ,1566061940.103,2019-08-18 01:12:20,
1476810196216,啊就是过来 ,1566061942.994,2019-08-18 01:12:22,
1476810196216,我 ,1566061946.527,2019-08-18 01:12:26,
1476810196216,咋长这么讲 ,1566061949.563,2019-08-18 01:12:29,
1476810196216,开始来你试试 ,1566061952.147,2019-08-18 01:12:32,
1476810196216,看你到底是玩什么来 ,1566061955.812,2019-08-18 01:12:35,
1476810196216,不想这这这豹子倍啊 ,1566061959.169,2019-08-18 01:12:39,
1476810196216,,1566061962.662,2019-08-18 01:12:42,
1476810196216,嗯 ,1566061965.479,2019-08-18 01:12:45,
1476810196216,哇哇哇 ,1566061968.741,2019-08-18 01:12:48,
1476810196216,妈起来了 ,1566061971.722,2019-08-18 01:12:51,
1476810196216,我才吃饭 ,1566061975.237,2019-08-18 01:12:55,
1476810196216,对啊 ,1566061978.522,2019-08-18 01:12:58,
1476810196216,嗯 ,1566061981.858,2019-08-18 01:13:01,
1476810196216,管你 ,1566061985.029,2019-08-18 01:13:05,
1476810196216,啊 ,1566061988.021,2019-08-18 01:13:08,
1476810196216,嗯 ,1566061990.552,2019-08-18 01:13:10,
1476810196216,嗯 ,1566061994.312,2019-08-18 01:13:14,
1476810196216,咋了 ,1566061997.508,2019-08-18 01:13:17,
1476810196216,什么 ,1566062001.121,2019-08-18 01:13:21,
1476810196216,嗯 ,1566062003.638,2019-08-18 01:13:23,
1476810196216,在 ,1566062006.621,2019-08-18 01:13:26,
1476810196216,不管吃 ,1566062010.411,2019-08-18 01:13:30,
1476810196216,其实 ,1566062013.715,2019-08-18 01:13:33,
1476810196216,好 ,1566062016.940,2019-08-18 01:13:36,
1476810196216,在 ,1566062019.789,2019-08-18 01:13:39,
1476810196216,哦 ,1566062023.316,2019-08-18 01:13:43,
1476810196216,都说 ,1566062026.553,2019-08-18 01:13:46,
1476810196216,哦 ,1566062029.589,2019-08-18 01:13:49,
1476810196216,啊 ,1566062033.065,2019-08-18 01:13:53,
1476810196216,啊 ,1566062035.986,2019-08-18 01:13:55,
1476810196216,你 ,1566062039.121,2019-08-18 01:13:59,
1476810196216,哈哈 ,1566062042.423,2019-08-18 01:14:02,
1476810196216,哦 ,1566062045.345,2019-08-18 01:14:05,
1476810196216,哦 ,1566062048.952,2019-08-18 01:14:08,
1476810196216,是呀 ,1566062051.953,2019-08-18 01:14:11,
1476810196216,泡脚 ,1566062055.304,2019-08-18 01:14:15,
1476810196216,行 ,1566062058.680,2019-08-18 01:14:18,
1476810196216,啊 ,1566062061.776,2019-08-18 01:14:21,
1476810196216,嗯 ,1566062065.025,2019-08-18 01:14:25,
1476810196216,啊 ,1566062067.873,2019-08-18 01:14:27,
1476810196216,可以啊 ,1566062070.865,2019-08-18 01:14:30,
1476810196216,哦 ,1566062074.134,2019-08-18 01:14:34,
1476810196216,哦 ,1566062077.369,2019-08-18 01:14:37,
1476810196216,哈哈 ,1566062080.799,2019-08-18 01:14:40,
1476810196216,啊 ,1566062083.992,2019-08-18 01:14:43,
1476810196216,我也要 ,1566062087.236,2019-08-18 01:14:47,
1476810196216,嗯 ,1566062090.575,2019-08-18 01:14:50,
1476810196216,发多少 ,1566062093.584,2019-08-18 01:14:53,
1476810196216,可是 ,1566062096.649,2019-08-18 01:14:56,
1476810196216,辛苦了辛苦了你的 ,1566062099.686,2019-08-18 01:14:59,
1476810196216,没有准备的比较堵啊开什么东西 ,1566062103.300,2019-08-18 01:15:03,
1476810196216,啊辛苦了辛苦了啊谢谢 ,1566062106.725,2019-08-18 01:15:06,
1476810196216,哎呀老谢大哥了 ,1566062109.786,2019-08-18 01:15:09,
1476810196216,不想要 ,1566062112.946,2019-08-18 01:15:12,
1476810196216,我哪里学都不要我 ,1566062116.042,2019-08-18 01:15:16,
1476810196216,觉得回家啊来欢迎开着跑 ,1566062119.199,2019-08-18 01:15:19,
1476810196216,又去干哪样开着跑着跑你跟不上 ,1566062122.270,2019-08-18 01:15:22,
1476810196216,这么点点关注啊对面点点关注啊非常不错啊 ,1566062125.323,2019-08-18 01:15:25,
1476810196216,我说一个女孩子啊就是 ,1566062129.139,2019-08-18 01:15:29,
1476810196216,那个非常 ,1566062131.718,2019-08-18 01:15:31,
1476810196216,女孩子说那么就点点关注啊也比较讲究啊 ,1566062135.251,2019-08-18 01:15:35,
1476810196216,就都点点关注啊 ,1566062138.743,2019-08-18 01:15:38,
1476810196216,还有一下抽奖打得好吧我自己会来 ,1566062141.590,2019-08-18 01:15:41,
1476810196216,挺好 ,1566062145.088,2019-08-18 01:15:45,
1476810196216,又吹水了出什么水啊又 ,1566062148.209,2019-08-18 01:15:48,
1476810196216,不行 ,1566062151.444,2019-08-18 01:15:51,
1476810196216,卡布奇诺来他不就说好久不见你出声啊 ,1566062154.749,2019-08-18 01:15:54,
1476810196216,哥哥买那里打一边吃那么多话啊 ,1566062157.578,2019-08-18 01:15:57,
1476810196216,把你卡不卡不就大了养你啊 ,1566062161.151,2019-08-18 01:16:01,
1476810196216,刚才离我支持谢谢 ,1566062163.758,2019-08-18 01:16:03,
1476810196216,大师兄的吗 ,1566062167.426,2019-08-18 01:16:07,
1476810196216,干嘛这队长认可了啊 ,1566062170.748,2019-08-18 01:16:10,
1476810196216,闲的没去 ,1566062173.801,2019-08-18 01:16:13,
1476810196216,感谢大家帮忙点点关注吧啊比较好 ,1566062177.042,2019-08-18 01:16:17,
1476810196216,整挺好啊我也就 ,1566062180.268,2019-08-18 01:16:20,
1476810196216,学不会我能学的 ,1566062183.885,2019-08-18 01:16:23,
1476810196216,我那学的外娃哪当家教 ,1566062186.295,2019-08-18 01:16:26,
1476810196216,好的每天都找我了是不是啊 ,1566062190.131,2019-08-18 01:16:30,
1476810196216,我也不知道 ,1566062193.112,2019-08-18 01:16:33,
1476810196216,是吧哎 ,1566062195.871,2019-08-18 01:16:35,
1476810196216,,1566062199.295,2019-08-18 01:16:39,
1476810196216,哈哈 ,1566062202.452,2019-08-18 01:16:42,
1476810196216,老大啊你今天跟莫 ,1566062206.120,2019-08-18 01:16:46,
1476810196216,陌离陌离女票的那个 ,1566062209.156,2019-08-18 01:16:49,
1476810196216,这个很来劲啊 ,1566062212.105,2019-08-18 01:16:52,
1476810196216,要不来一段我跟你学一下呗 ,1566062215.251,2019-08-18 01:16:55,
1476810196216,我都没手机啊还是不还是不错的 ,1566062218.851,2019-08-18 01:16:58,
1476810196216,我就不聊了我再打我完犊子 ,1566062221.796,2019-08-18 01:17:01,
1476810196216,我老大不理我呀 ,1566062225.347,2019-08-18 01:17:05,
1476810196216,在跳完犊子那不行 ,1566062228.327,2019-08-18 01:17:08,
1476810196216,我没咋呀交公粮了啊 ,1566062231.845,2019-08-18 01:17:11,
1476810196216,嫂子在直播间呢 ,1566062234.494,2019-08-18 01:17:14,
1476810196216,来跑四百打了 ,1566062238.165,2019-08-18 01:17:18,
1476810196216,老子大不大我也不知道他开个小号能看得到吗 ,1566062241.014,2019-08-18 01:17:21,
1476810196216,我不能把你的 ,1566062244.006,2019-08-18 01:17:24,
1476810196216,然后呢那你说不定已经是个网怎么办哦 ,1566062247.837,2019-08-18 01:17:27,
1476810196216,还没事你说是吧 ,1566062250.569,2019-08-18 01:17:30,
1476810196216,没事没事没说什么 ,1566062253.799,2019-08-18 01:17:33,
1476810196216,你不想肾虚老大那你这样不 ,1566062257.095,2019-08-18 01:17:37,
1476810196216,你嫂子咋行呢 ,1566062260.269,2019-08-18 01:17:40,
1476810196216,我们点吧以身相许 ,1566062263.563,2019-08-18 01:17:43,
1476810196216,来我们聊到这里啊 ,1566062266.407,2019-08-18 01:17:46,
1476810196216,在家啊 ,1566062269.534,2019-08-18 01:17:49,
1476810196216,嗯 ,1566062273.367,2019-08-18 01:17:53,
1476810196216,啊 ,1566062276.084,2019-08-18 01:17:56,
1476810196216,嗯 ,1566062278.773,2019-08-18 01:17:58,
1476810196216,那个巴总来我看下我直播间还有多少活的 ,1566062282.443,2019-08-18 01:18:02,
1476810196216,能充一块钱的 ,1566062285.578,2019-08-18 01:18:05,
1476810196216,我看看来他说叶紫嫣说谁 ,1566062288.834,2019-08-18 01:18:08,
1476810196216,这个讲他就许配给谁 ,1566062292.319,2019-08-18 01:18:12,
1476810196216,哦 ,1566062295.103,2019-08-18 01:18:15,
1476810196216,我会的我天天跟洪勇哥吹牛逼呢 ,1566062298.666,2019-08-18 01:18:18,
1476810196216,不会啊 ,1566062301.531,2019-08-18 01:18:21,
1476810196216,哦 ,1566062304.846,2019-08-18 01:18:24,
1476810196216,哦 ,1566062308.010,2019-08-18 01:18:28,
1476810196216,嗯 ,1566062310.927,2019-08-18 01:18:30,
1476810196216,生理期不洗头啊又醒了 ,1566062314.311,2019-08-18 01:18:34,
1476810196216,贼重 ,1566062317.624,2019-08-18 01:18:37,
1476810196216,以心相许你又会吧是吧 ,1566062321.292,2019-08-18 01:18:41,
1476810196216,啊那说不定来个妞给我吧怎么办 ,1566062324.157,2019-08-18 01:18:44,
1476810196216,我要是有的没要你这是个 ,1566062327.016,2019-08-18 01:18:47,
1476810196216,你有没有人邀你 ,1566062330.687,2019-08-18 01:18:50,
1476810196216,我想要你拍两巴掌来我看看啊 ,1566062333.835,2019-08-18 01:18:53,
1476810196216,有个人想要你拍巴掌 ,1566062337.086,2019-08-18 01:18:57,
1476810196216,你也急了说实话你如果没有破 ,1566062340.294,2019-08-18 01:19:00,
1476810196216,一千五一千五一千五百个人 ,1566062343.546,2019-08-18 01:19:03,
1476810196216,太失败了 ,1566062346.385,2019-08-18 01:19:06,
1476810196216,没有一千五百给你拍巴掌 ,1566062349.515,2019-08-18 01:19:09,
1476810196216,他也抽奖呢 ,1566062352.798,2019-08-18 01:19:12,
1476810196216,你怎么没人要 ,1566062356.133,2019-08-18 01:19:16,
1476810196216,嗯 ,1566062359.269,2019-08-18 01:19:19,
1476810196216,哦 ,1566062362.711,2019-08-18 01:19:22,
1476810196216,不要我的巴掌我要 ,1566062365.384,2019-08-18 01:19:25,
1476810196216,我的巴掌拍一下 ,1566062369.323,2019-08-18 01:19:29,
1476810196216,你陪我了 ,1566062372.330,2019-08-18 01:19:32,
1476810196216,来你哪里让你爬个话我跟他现在才八百 ,1566062375.050,2019-08-18 01:19:35,
1476810196216,没有排面没有一千五真的没有排面 ,1566062378.661,2019-08-18 01:19:38,
1476810196216,哦 ,1566062381.921,2019-08-18 01:19:41,
1476810196216,嗯 ,1566062385.331,2019-08-18 01:19:45,
1476810196216,你这会来晚点 ,1566062388.052,2019-08-18 01:19:48,
1476810196216,来四班的毛子大 ,1566062391.316,2019-08-18 01:19:51,
1476810196216,今天阴天是尿跟火箭 ,1566062394.473,2019-08-18 01:19:54,
1476810196216,今天又跟我见我估计到了感觉田野跟周平 ,1566062397.824,2019-08-18 01:19:57,
1476810196216,真听假听 ,1566062401.033,2019-08-18 01:20:01,
1476810196216,那咋搞的怎么因为他 ,1566062404.123,2019-08-18 01:20:04,
1476810196216,就怕考都不想拍吧不敢拍巴掌 ,1566062406.958,2019-08-18 01:20:06,
1476810196216,巴掌拍起来 ,1566062410.467,2019-08-18 01:20:10,
1476810196216,我反正我拍了直接跟我走吧 ,1566062413.350,2019-08-18 01:20:13,
1476810196216,哦 ,1566062417.031,2019-08-18 01:20:17,
1476810196216,不可能有的人都不敢 ,1566062420.651,2019-08-18 01:20:20,
1476810196216,等下叶子莹要以身相许啊 ,1566062423.187,2019-08-18 01:20:23,
1476810196216,麻不辣 ,1566062426.411,2019-08-18 01:20:26,
1476810196216,是一般都能接受的 ,1566062429.470,2019-08-18 01:20:29,
1476810196216,中了衣服没法关注发布的 ,1566062433.188,2019-08-18 01:20:33,
1476810196216,关注下小彭啊你们刚刚有衣服的啊 ,1566062436.081,2019-08-18 01:20:36,
1476810196216,来了 ,1566062439.549,2019-08-18 01:20:39,
1476810196216,以身相许我看看到底能不能中九点半啊 ,1566062442.900,2019-08-18 01:20:42,
1476810196216,现在才一千个人参与我的天哪 ,1566062445.703,2019-08-18 01:20:45,
1476810196216,拍个巴掌在一千个人渣女啊 ,1566062448.889,2019-08-18 01:20:48,
1476810196216,说真的确实不是很好 ,1566062451.980,2019-08-18 01:20:51,
1476810196216,啊然后最好呢咱们能超过 ,1566062455.542,2019-08-18 01:20:55,
1476810196216,十个二十个以上的有 ,1566062458.510,2019-08-18 01:20:58,
1476810196216,有火箭的来修修把有没有 ,1566062461.892,2019-08-18 01:21:01,
1476810196216,刷个火箭来 ,1566062464.998,2019-08-18 01:21:04,
1476810196216,咱们休息吧 ,1566062468.228,2019-08-18 01:21:08,
1476810196216,哦 ,1566062471.680,2019-08-18 01:21:11,
1476810196216,没 ,1566062475.036,2019-08-18 01:21:15,
1476810196216,我 ,1566062477.980,2019-08-18 01:21:17,
1476810196216,大哥走了没事就好跟一般都玩到一点钟就走了 ,1566062480.937,2019-08-18 01:21:20,
1476810196216,基本上都是这样啊 ,1566062483.897,2019-08-18 01:21:23,
1476810196216,那你不可能在你直播间天天玩吧对不对啊 ,1566062487.543,2019-08-18 01:21:27,
1476810196216,啊 ,1566062490.375,2019-08-18 01:21:30,
1476810196216,好 ,1566062493.523,2019-08-18 01:21:33,
1476810196216,哦 ,1566062497.434,2019-08-18 01:21:37,
1476810196216,损人的晚上少开 ,1566062500.332,2019-08-18 01:21:40,
1476810196216,我会开的就是咱们拍的 ,1566062503.384,2019-08-18 01:21:43,
1476810196216,我会开的就是咱们拍的 ,1566062503.384,2019-08-18 01:21:43,
1476810196216,是跟拍的起玩笑的人开是没有问题了兄弟们 ,1566062506.556,2019-08-18 01:21:46,
1476810196216,有的时光 ,1566062509.791,2019-08-18 01:21:49,
1476810196216,能开的都好看知道吗 ,1566062513.060,2019-08-18 01:21:53,
1476810196216,我就喜欢调侃玩一晚啊 ,1566062516.173,2019-08-18 01:21:56,
1476810196216,干嘛 ,1566062520.173,2019-08-18 01:22:00,
1476810196216,放心吧 ,1566062522.930,2019-08-18 01:22:02,
1476810196216,我天天干嘛吹牛逼 ,1566062525.416,2019-08-18 01:22:05,
1476810196216,啊 ,1566062529.193,2019-08-18 01:22:09,
1476810196216,下雨了啊拍巴掌我刚刚到顶 ,1566062532.202,2019-08-18 01:22:12,
1476810196216,才一千二百人没有排面真的啊 ,1566062535.790,2019-08-18 01:22:15,
1476810196216,他以前老板参与 ,1566062538.571,2019-08-18 01:22:18,
1476810196216,别哭啊 ,1566062541.430,2019-08-18 01:22:21,
1476810196216,他们都承受不了很多的压力你知道 ,1566062545.665,2019-08-18 01:22:25,
1476810196216,看到了好多次了我的 ,1566062548.191,2019-08-18 01:22:28,
1476810196216,哎呀 ,1566062551.614,2019-08-18 01:22:31,
1476810196216,又是我们要那肯定疼 ,1566062555.088,2019-08-18 01:22:35,
1476810196216,啊没有一千五肯定是没人要可以这么说 ,1566062557.818,2019-08-18 01:22:37,
1476810196216,哦 ,1566062561.219,2019-08-18 01:22:41,
1476810196216,哎呀欢迎我猜咯 ,1566062564.328,2019-08-18 01:22:44,
1476810196216,泰哥你终于来了呀 ,1566062567.581,2019-08-18 01:22:47,
1476810196216,哎呀欢迎我蔡哥了 ,1566062570.624,2019-08-18 01:22:50,
1476810196216,哈哈 ,1566062573.443,2019-08-18 01:22:53,
1476810196216,啊 ,1566062577.498,2019-08-18 01:22:57,
1476810196216,啊 ,1566062580.186,2019-08-18 01:23:00,
1476810196216,啊 ,1566062583.460,2019-08-18 01:23:03,
1476810196216,快点 ,1566062586.640,2019-08-18 01:23:06,
1476810196216,我玩小号了现在 ,1566062589.965,2019-08-18 01:23:09,
1476810196216,啊 ,1566062593.431,2019-08-18 01:23:13,
1476810196216,哦 ,1566062596.358,2019-08-18 01:23:16,
1476810196216,哎 ,1566062599.884,2019-08-18 01:23:19,
1476810196216,嗯 ,1566062602.881,2019-08-18 01:23:22,
1476810196216,兄弟们不要大姐做了啊你耶 ,1566062605.909,2019-08-18 01:23:25,
1476810196216,嗯确实有的时候很难你知道 ,1566062608.937,2019-08-18 01:23:28,
1476810196216,啊很难不是说咱们什么东西 ,1566062612.692,2019-08-18 01:23:32,
1476810196216,太可能休班了才哥你说旧版吗蔡哥今天 ,1566062615.686,2019-08-18 01:23:35,
1476810196216,不算好看 ,1566062618.559,2019-08-18 01:23:38,
1476810196216,今天收出版吧 ,1566062622.402,2019-08-18 01:23:42,
1476810196216,帅哥啊 ,1566062625.056,2019-08-18 01:23:45,
1476810196216,哦 ,1566062628.575,2019-08-18 01:23:48,
1476810196216,我 ,1566062631.995,2019-08-18 01:23:51,
1476810196216,居然只有十三个 ,1566062634.610,2019-08-18 01:23:54,
1476810196216,最近 ,1566062637.493,2019-08-18 01:23:57,
1476810196216,就是咱能不能往上再修一修 ,1566062641.357,2019-08-18 01:24:01,
1476810196216,还差六个 ,1566062644.608,2019-08-18 01:24:04,
1476810196216,来打架我再给她金项链了 ,1566062648.271,2019-08-18 01:24:08,
1476810196216,能不能修一修啊咱们的榜能不能玩什么 ,1566062650.937,2019-08-18 01:24:10,
1476810196216,能不能就是一起往上面走一走 ,1566062654.261,2019-08-18 01:24:14,
1476810196216,真的好看 ,1566062657.352,2019-08-18 01:24:17,
1476810196216,叶哥 ,1566062660.653,2019-08-18 01:24:20,
1476810196216,不做你进了吗被子还要早呢还有两个月呢 ,1566062663.814,2019-08-18 01:24:23,
1476810196216,啊 ,1566062666.975,2019-08-18 01:24:26,
1476810196216,我见红包 ,1566062670.581,2019-08-18 01:24:30,
1476810196216,有道理有没有哪个大哥愿意发两千块钱红包 ,1566062673.181,2019-08-18 01:24:33,
1476810196216,啊 ,1566062676.555,2019-08-18 01:24:36,
1476810196216,现在直接来有快递我给我教你 ,1566062679.737,2019-08-18 01:24:39,
1476810196216,多情总被无情 ,1566062682.788,2019-08-18 01:24:42,
1476810196216,哥你咋在长胖 ,1566062686.092,2019-08-18 01:24:46,
1476810196216,网了 ,1566062689.600,2019-08-18 01:24:49,
1476810196216,在我就懂咯你早点下班七八要上班我就走 ,1566062692.524,2019-08-18 01:24:52,
1476810196216,下班啦大伙 ,1566062695.690,2019-08-18 01:24:55,
1476810196216,老大 ,1566062698.563,2019-08-18 01:24:58,
1476810196216,我 ,1566062702.071,2019-08-18 01:25:02,
1476810196216,好嘞二货说要揍你他飘了 ,1566062705.540,2019-08-18 01:25:05,
1476810196216,你帮我收一下版嘛假装咯 ,1566062708.198,2019-08-18 01:25:08,
1476810196216,龙岗那边的绑死的太难看了啊 ,1566062711.738,2019-08-18 01:25:11,
1476810196216,我看大哥们你看就这就吃了 ,1566062715.214,2019-08-18 01:25:15,
